sale_id,item_id,date,price,shipping,seller_name,order_number,title
1,272952140207,"Jun 27, 2022",19.99,1.1,authentic*lego*shop,22-08794-18866,"16 LEGO Blueish / dark Gray Rock Wall Mountain(LURP)6082 6083 Castle Kingdom"
